ProductId,Name,Platform,Year,Genre,Publisher,SalesNA,SalesEU,SalesAsia,SalesOther,SalesGlobal,Price
1594,Black,PS2,2006,Shooter,#Electronic Arts,1010,40,30,160,1240,800
1595,RollerCoaster Tycoon 2,PC,2002,Strategy,#Atari,1190,50,0,0,1240,1045
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,#Eidos Interactive,610,480,0,160,1250,1433
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,#Ubisoft,520,560,0,170,1250,1126
1598,Road Rash 3D,PS,1998,Racing,#Electronic Arts,1050,160,0,40,1250,1289
1599,Ratchet: Deadlocked,PS2,2005,Shooter,#Sony Computer Entertainment,850,30,220,140,1240,985
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,#Virgin Interactive,610,480,0,160,1250,814
1601,Transformers: Autobots / Decepticons,DS,2007,Action,#Activision,1120,30,0,90,1240,792
1602,Tales of Xillia,PS3,2011,Role-Playing,#Namco Bandai Games,290,190,670,90,1240,1472
1603,Diddy Kong Racing DS,DS,2007,Racing,#Nintendo,1100,40,0,100,1240,1460
1604,[Prototype],PS3,2009,Action,#Activision,650,410,0,190,1250,1218
1605,Assassin's Creed: Bloodlines,PSP,2009,Action,#Ubisoft,430,480,50,280,1240,668
1606,Oddworld: Abe's Oddysee,PS,1997,Platform,#GT Interactive,750,440,0,60,1250,658
1607,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,#Namco Bandai Games,660,470,0,110,1240,1454
1608,Ridge Racer V,PS2,2000,Action,#Namco Bandai Games,240,190,750,60,1240,1443
1609,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,#THQ,690,0,0,550,1240,1016
1610,Tetris 2 (All region sales),GB,1992,Puzzle,#Nintendo,560,220,430,30,1240,631
1611,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,#Activision,820,380,0,40,1240,1373
1612,Ben 10: Protector of Earth,Wii,2007,Action,#D3Publisher,550,550,0,130,1230,975
1613,Frogger: The Great Quest,PS2,2001,Platform,#Konami Digital Entertainment,600,470,0,160,1230,1245
1614,2010 FIFA World Cup South Africa,PS3,2010,Sports,#Electronic Arts,300,640,70,220,1230,1069
1615,Ninja Gaiden,XB,2004,Action,#Microsoft Game Studios,920,200,70,40,1230,926
1616,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,#Universal Interactive,590,570,0,70,1230,611
1617,Driv3r,PS2,2004,Racing,#Atari,600,470,0,160,1230,1348
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,#Sony Computer Entertainment,690,470,0,80,1240,885
1619,Farming Simulator 2015,PC,2014,Simulation,#Focus Home Interactive,80,1020,0,130,1230,1131
1620,Guitar Hero: Aerosmith,X360,2008,Misc,#Activision,1000,140,0,100,1240,816
1621,Medal of Honor: Airborne,PS3,2007,Shooter,#Electronic Arts,250,700,30,250,1230,1035
1622,Kirby Tilt 'n' Tumble,GB,2000,Puzzle,#Nintendo,290,170,750,20,1230,861
1623,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,#THQ,880,330,0,20,1230,933
1624,Vigilante 8,PS,1998,Racing,#Activision,680,470,0,80,1230,1282
1625,Castlevania,NES,1986,Platform,#Konami Digital Entertainment,540,60,620,10,1230,785
1626,Donkey Kong Country 2,GBA,2004,Platform,#Nintendo,790,270,120,40,1220,1437
1627,Bayonetta,PS3,2009,Action,#Sega,440,410,210,170,1230,1032
1628,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,#Nintendo,400,110,700,20,1230,1414
1629,Star Wars: Battlefront II,PSP,2005,Shooter,#LucasArts,1050,60,10,110,1230,538
1630,Madden NFL 17,PS4,2016,Sports,#Electronic Arts,920,80,0,230,1230,813
1631,Boom Blox,Wii,2008,Puzzle,#Electronic Arts,720,380,0,120,1220,652
1632,Fallout 4,PC,2015,Role-Playing,#Bethesda Softworks,500,630,0,100,1230,1015
1633,The Sims 2: Castaway,Wii,2007,Simulation,#Electronic Arts,450,640,0,140,1230,776
1634,LEGO Batman 2: DC Super Heroes,PS3,2012,Action,#Warner Bros. Interactive Entertainment,500,530,0,200,1230,582
1635,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,#Namco Bandai Games,420,470,150,180,1220,1134
1636,Mario Power Tennis,GC,2004,Sports,#Nintendo,580,160,460,30,1230,1278
1637,Intelligent Qube,PS,1997,Puzzle,#Sony Computer Entertainment,130,70,1000,20,1220,1276
1638,Game & Watch Gallery 2,GB,1997,Misc,#Nintendo,760,300,120,40,1220,954
1639,Game & Watch Gallery 3,GB,1999,Misc,#Nintendo,790,310,80,40,1220,1452
1640,Pac-Man,NES,1984,Puzzle,#Namco Bandai Games,270,80,850,20,1220,1284
1641,Parfait: Chocolat Second Style,PS2,2006,Adventure,#Alchemist,590,460,10,150,1210,951
1642,F1 2011,PS3,2011,Racing,#Codemasters,120,750,110,250,1230,1246
1643,Cars,PSP,2006,Racing,#THQ,720,290,0,210,1220,964
1644,NBA Live 99,PS,1997,Sports,#Electronic Arts,1130,50,0,30,1210,632
1645,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,#SquareSoft,0,0,1140,80,1220,753
1646,Golden Sun: The Lost Age,GBA,2002,Role-Playing,#Nintendo,610,270,270,70,1220,759
1647,SimCity 2000,PS,1996,Simulation,#Maxis,680,460,0,80,1220,979
1648,Max Payne,XB,2001,Shooter,#Take-Two Interactive,980,190,0,50,1220,1468
1649,WCW Mayhem,PS,1998,Fighting,#Electronic Arts,680,460,0,80,1220,815
1650,NBA 2K2,PS2,2002,Sports,#Sega,590,460,10,150,1210,1293
1651,NASCAR Thunder 2003,PS2,2006,Racing,#Unknown,600,460,0,160,1220,995
1652,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,#Capcom,550,440,140,90,1220,1139
1653,Cars,PS2,2006,Racing,#THQ,1010,40,0,160,1210,653
1654,Fuzion Frenzy,XB,2001,Misc,#Microsoft Game Studios,930,240,0,40,1210,572
1655,Call of Duty: Finest Hour,XB,2004,Shooter,#Activision,780,400,0,40,1220,807
1656,FIFA Soccer 11,PSP,2010,Sports,#Electronic Arts,130,700,10,370,1210,956
1657,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,#Sony Computer Entertainment,1030,140,0,40,1210,1482
1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,#Activision,660,430,0,120,1210,584
1659,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,#Capcom,660,170,350,30,1210,1021
1660,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,#Enix Corporation,0,0,1200,10,1210,1036
1661,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,#LucasArts,660,480,10,60,1210,1432
1662,Dino Crisis 2,PS,2000,Action,#Virgin Interactive,340,490,280,100,1210,1352
1663,Need for Speed Underground,GC,2003,Racing,#Electronic Arts,690,480,10,30,1210,887
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,#N/A,870,320,0,20,1210,1011
1665,Test Drive 4,PS,1997,Racing,#Electronic Arts,670,460,0,80,1210,739
1666,FIFA Soccer 07,PSP,2006,Sports,#Electronic Arts,240,650,0,320,1210,1006
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,#Konami Digital Entertainment,10,880,310,0,1200,812
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,#Black Label Games,590,460,0,150,1200,1464
1669,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,#LucasArts,520,490,0,200,1210,763
1670,ATV Offroad Fury 3,PS2,2004,Racing,#SouthPeak Games,1000,40,0,160,1200,1092
1671,Pikmin 2,GC,2004,Strategy,#Nintendo,480,130,560,30,1200,1313
1672,Just Dance 2016,Wii,2015,Misc,#Ubisoft,520,590,0,100,1210,1311
1673,Disney Sing It,Wii,2008,Misc,#Disney Interactive Studios,770,310,0,120,1200,1051
1674,Battlefield: Hardline,XOne,2015,Shooter,#Electronic Arts,720,370,10,110,1210,929
1675,WWE 2K16,PS4,2015,Sports,#Take-Two Interactive,410,600,0,190,1200,682
1676,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,#Namco Bandai Games,0,0,1200,0,1200,1003
1677,TwinBee,NES,1986,Shooter,#Konami Digital Entertainment,0,0,1200,0,1200,527
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,#Konami Digital Entertainment,0,0,1200,0,1200,510
1679,NFL 2K,DC,1999,Sports,#Sega,1120,50,0,20,1190,1153
1680,SolarStriker,GB,1989,Shooter,#Nintendo,400,390,360,40,1190,1318
1681,Enter the Matrix,XB,2003,Action,#Atari,720,430,10,40,1200,1270
1682,NHL 2002,PS2,2001,Sports,#Electronic Arts,590,460,0,150,1200,841
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,#Nintendo,740,30,360,70,1200,835
1684,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,#Nintendo,550,170,420,60,1200,737
1685,One Piece: Pirate Warriors,PS3,2012,Action,#Namco Bandai Games,10,240,860,90,1200,1287
1686,WWE 2K14,PS3,2013,Sports,#Take-Two Interactive,490,490,0,210,1190,864
1687,Metal Gear Solid: Portable Ops,PSP,2006,Action,#Konami Digital Entertainment,380,350,380,90,1200,1354
1688,Nuclear Strike,PS,1997,Simulation,#Electronic Arts,660,450,0,80,1190,899
1689,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,#Nintendo,560,360,190,90,1200,1161
1690,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,#THQ,450,470,0,280,1200,1108
1691,The Simpsons: Road Rage,GBA,2003,Racing,#THQ,860,320,0,20,1200,631
1692,Pro Evolution Soccer 2008,Wii,2008,Sports,#Konami Digital Entertainment,90,840,110,150,1190,1342
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,#THQ,920,230,0,40,1190,1423
1694,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,#Sega,180,640,270,100,1190,966
1695,Scarface: The World is Yours,PS2,2006,Action,#Vivendi Games,990,40,0,160,1190,961
1696,Kobe Bryant in NBA Courtside,N64,1998,Sports,#Nintendo,1020,130,40,10,1200,849
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,#Capcom,680,140,350,20,1190,1031
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,#Ubisoft,990,160,0,40,1190,1099
1699,Hitman 2: Silent Assassin,XB,2000,Action,#Eidos Interactive,760,380,0,50,1190,1146
1700,FIFA 14,XOne,2013,Sports,#Electronic Arts,410,660,0,120,1190,1012
1701,Spider-Man: The Movie,GC,2002,Action,#Activision,860,270,10,40,1180,1407
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,#Nintendo,640,240,290,20,1190,780
1703,NBA 2K17,PS4,2016,Sports,#Take-Two Interactive,830,140,0,220,1190,1176
1704,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,#Nintendo,460,310,330,80,1180,1225
1705,Just Dance 4,X360,2012,Misc,#Ubisoft,900,200,0,80,1180,1046
1706,Metal Gear Solid VR Missions,PS,1999,Adventure,#Konami Digital Entertainment,660,450,0,80,1190,1139
1707,Pole Position,N64,1982,Racing,#Atari,1100,70,0,10,1180,659
1708,Resident Evil: Operation Raccoon City,PS3,2012,Action,#Capcom,480,250,360,100,1190,1253
1709,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,#LucasArts,400,490,0,290,1180,861
1710,Pro Yakyuu Family Stadium '88,NES,1988,Sports,#Namco Bandai Games,100,0,1080,0,1180,1166
1711,Shenmue,DC,1999,Adventure,#Sega,520,240,380,40,1180,984
1712,Mario Tennis,GB,2000,Sports,#Nintendo,500,180,440,60,1180,654
1713,Tony Hawk's Pro Skater 2,GBA,2001,Sports,#Activision,850,310,0,20,1180,1037
1714,WWE '12,PS3,2011,Fighting,#THQ,530,460,20,170,1180,1016
1715,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,#THQ,480,490,10,200,1180,935
1716,Plants vs. Zombies,DS,2011,Strategy,#Mastertronic,950,150,0,80,1180,810
1717,Sonic the Hedgehog,PS3,2006,Platform,#Sega,410,70,40,660,1180,1383
1718,Super Ghouls 'n Ghosts,SNES,1991,Platform,#Capcom,500,140,520,20,1180,641
1719,Spore,PC,2008,Strategy,#Electronic Arts,30,1060,0,90,1180,1382
1720,Soviet Strike,PS,1996,Simulation,#Electronic Arts,650,440,0,80,1170,1038
1721,Your Shape: Fitness Evolved 2012,X360,2011,Sports,#Ubisoft,700,370,0,100,1170,872
1722,Army of Two,PS3,2008,Shooter,#Electronic Arts,740,260,20,150,1170,1014
1723,Gun,PS2,2005,Shooter,#Activision,980,40,0,160,1180,1440
1724,Ty the Tasmanian Tiger,PS2,2002,Platform,#Electronic Arts,570,450,0,150,1170,1297
1725,Wario Land: Shake It!,Wii,2008,Platform,#Nintendo,600,310,150,110,1170,1293
1726,Sonic Rush Adventure,DS,2007,Platform,#Sega,540,490,10,120,1160,1244
1727,Medal of Honor: Warfighter,X360,2012,Action,#Electronic Arts,580,470,10,100,1160,1432
1728,Mega Man 3,NES,1990,Platform,#Capcom,680,100,390,0,1170,1283
1729,Ratchet & Clank (2016),PS4,2016,Platform,#Sony Computer Entertainment,320,640,40,180,1180,712
1730,Mission: Impossible,N64,1997,Action,#Ocean,740,380,20,30,1170,699
1731,Romancing SaGa 2,SNES,1993,Role-Playing,#SquareSoft,0,0,1170,0,1170,873
1732,Cabela's Dangerous Hunts,PS2,2003,Sports,#Zoo Digital Publishing,570,450,0,150,1170,1277
1733,Cool Boarders 4,PS,1998,Sports,#989 Studios,650,440,0,80,1170,781
1734,Rage Racer,PS,1996,Racing,#Sony Computer Entertainment,160,110,830,80,1180,851
1735,Medal of Honor: Rising Sun,XB,2003,Shooter,#Electronic Arts,760,360,0,50,1170,665
1736,Football Manager 2013,PC,2012,Sports,#Sega,0,950,0,220,1170,1004
1737,Destruction Derby 2,PS,1996,Racing,#Psygnosis,650,440,0,80,1170,706
1738,Mirror's Edge,X360,2008,Platform,#Electronic Arts,510,510,10,130,1160,919
1739,Destiny: The Taken King,XOne,2015,Shooter,#Activision,820,230,0,110,1160,631
1740,Mario vs. Donkey Kong,GBA,2004,Puzzle,#Nintendo,680,250,210,20,1160,861
1741,007: Quantum of Solace,PS3,2008,Action,#Activision,430,520,20,200,1170,1118
1742,EA Sports Active: More Workouts,Wii,2009,Sports,#Electronic Arts,780,280,0,100,1160,554
1743,Fallout: New Vegas,PC,2010,Role-Playing,#Bethesda Softworks,580,450,0,140,1170,583
1744,Need for Speed: Most Wanted,PSV,2012,Racing,#Electronic Arts,380,520,10,250,1160,1334
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,#Square Enix,450,250,300,160,1160,952
1746,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,#Take-Two Interactive,970,40,0,160,1170,759
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,#Ubisoft,570,440,0,150,1160,1091
1748,SingStar,PS3,2007,Misc,#Sony Computer Entertainment,450,580,0,130,1160,1090
1749,Bushido Blade,PS,1997,Fighting,#Sony Computer Entertainment,390,270,430,80,1170,876
1750,LEGO Star Wars III: The Clone Wars,DS,2011,Action,#LucasArts,660,390,0,110,1160,924
1751,NASCAR Thunder 2002,PS2,2001,Racing,#Electronic Arts,570,440,0,150,1160,1256
1752,Jet Force Gemini,N64,1999,Shooter,#Nintendo,780,280,70,20,1150,1258
1753,Mega Man X,SNES,1993,Platform,#Capcom,570,80,500,10,1160,785
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,#Konami Digital Entertainment,840,270,0,50,1160,1401
1755,Sega Rally Championship,SAT,1995,Racing,#Sega,210,160,770,20,1160,841
1756,Test Drive: Off Road,PS,1997,Racing,#Eidos Interactive,650,440,0,80,1170,635
1757,Medal of Honor Heroes 2,PSP,2007,Shooter,#Electronic Arts,500,390,20,250,1160,1362
1758,Sniper: Ghost Warrior,X360,2010,Shooter,#City Interactive,540,510,0,120,1170,1280
1759,Rocksmith,PS3,2011,Misc,#Ubisoft,520,380,90,170,1160,1281
1760,LEGO Star Wars: The Video Game,XB,2005,Action,#Eidos Interactive,830,280,0,50,1160,1139
1761,FIFA Soccer 10,PSP,2009,Sports,#Electronic Arts,150,680,10,320,1160,713
1762,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,#Electronic Arts,510,540,0,100,1150,1133
1763,Worldwide Soccer Manager 2009,PC,2008,Simulation,#Sega,0,1140,0,10,1150,1240
1764,Omerta: City of Gangsters,PS3,2011,Simulation,#Konami Digital Entertainment,520,460,0,170,1150,623
1765,Gauntlet: Dark Legacy,PS2,2001,Action,#Midway Games,560,440,0,150,1150,696
1766,Ninja Gaiden Sigma,PS3,2007,Action,#Eidos Interactive,570,330,90,160,1150,1304
1767,Bad Boys: Miami Takedown,PS2,2004,Shooter,#Empire Interactive,560,440,0,150,1150,594
1768,Kaboom!,N64,1980,Misc,#Activision,1070,70,0,10,1150,1332
1769,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,#Take-Two Interactive,440,460,60,180,1140,561
1770,Sonic and the Black Knight,Wii,2009,Platform,#Sega,690,350,10,110,1160,969
1771,Call of Duty 4: Modern Warfare,PC,2007,Shooter,#Activision,0,1120,0,30,1150,927
1772,Qix,GB,1990,Puzzle,#Nintendo,510,200,410,30,1150,588
1773,Derby Stallion III,SNES,1995,Sports,#ASCII Entertainment,0,0,1150,0,1150,1233
1774,Doraemon,NES,1986,Action,#Hudson Soft,0,0,1150,0,1150,594
1775,High School Musical 2: Work This Out!,DS,2008,Misc,#Disney Interactive Studios,500,520,0,130,1150,903
1776,Ratchet & Clank: All 4 One,PS3,2011,Platform,#Sony Computer Entertainment,750,220,50,120,1140,1063
1777,Donkey Konga,GC,2003,Misc,#Nintendo,500,160,460,30,1150,643
1778,Fight Night Champion,PS3,2011,Fighting,#Electronic Arts,450,510,0,190,1150,598
1779,Dragon Quest I & II,SNES,1993,Role-Playing,#Enix Corporation,0,0,1150,0,1150,1167
1780,Tak and the Power of Juju,PS2,2003,Platform,#THQ,560,440,0,150,1150,865
1781,Asteroids,PS,1998,Shooter,#Success,640,430,0,70,1140,1248
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,#Compile,0,0,1070,70,1140,1010
1783,Pokemon Rumble Blast,3DS,2011,Action,#Nintendo,470,260,350,70,1150,726
1784,Action Bass,PS,2000,Action,#Take-Two Interactive,640,430,0,70,1140,963
1785,Tenchu: Wrath of Heaven,PS2,2003,Action,#Activision,440,340,250,110,1140,1034
1786,Shadow of the Colossus,PS2,2005,Action,#Sony Computer Entertainment,780,30,200,130,1140,649
1787,Brave Fencer Musashi,PS,1998,Role-Playing,#SquareSoft,250,170,650,70,1140,1156
1788,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,#Sony Computer Entertainment,310,30,760,40,1140,946
1789,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,#Konami Digital Entertainment,950,40,0,160,1150,1116
1790,Mirror's Edge,PS3,2008,Platform,#Electronic Arts,310,590,20,220,1140,904
1791,Rabbids Go Home,Wii,2009,Platform,#Ubisoft,260,750,0,140,1150,1310
1792,South Park,N64,1998,Shooter,#Acclaim Entertainment,900,230,0,20,1150,942
1793,Commando,NES,1986,Action,#Capcom,710,160,250,30,1150,1243
1794,Pilotwings,SNES,1990,Simulation,#Nintendo,460,170,480,20,1130,1479
1795,Resident Evil - Code: Veronica,DC,2000,Action,#Eidos Interactive,410,230,470,30,1140,674
1796,Super R.C. Pro-Am,GB,1991,Racing,#Nintendo,580,370,150,40,1140,584
1797,The Lord of the Rings: The Return of the King,XB,2003,Action,#Electronic Arts,710,380,0,50,1140,1384
1798,LEGO Star Wars: The Video Game,GBA,2005,Action,#Eidos Interactive,820,300,0,20,1140,590
1799,Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,#Take-Two Interactive,0,510,0,620,1130,919
1800,Guitar Hero 5,X360,2009,Misc,#Activision,650,370,0,110,1130,1283
1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,#Atari,120,100,880,30,1130,871
1802,Need for Speed Underground 2,GC,2004,Racing,#Electronic Arts,700,390,10,30,1130,966
1803,MechAssault,XB,2002,Simulation,#Microsoft Game Studios,1010,100,0,30,1140,701
1804,ModNation Racers,PS3,2010,Racing,#Sony Computer Entertainment,500,410,60,160,1130,683
1805,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,#LucasArts,610,430,0,90,1130,1461
1806,Derby Stallion 99,PS,1999,Sports,#ASCII Entertainment,0,0,1060,70,1130,645
1807,Cars,GBA,2006,Racing,#THQ,810,300,0,20,1130,1255
1808,Fantasy Life,3DS,2012,Role-Playing,#Nintendo,330,370,370,60,1130,1147
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,#Ubisoft,990,120,0,20,1130,1063
1810,WWE 2K15,PS4,2014,Sports,#Take-Two Interactive,380,560,0,190,1130,1036
1811,Donkey Kong,NES,1983,Platform,#Nintendo,230,50,840,10,1130,886
1812,Jampack Winter '98,PS,1998,Misc,#Sony Computer Entertainment,630,430,0,70,1130,1259
1813,WWE 2K14,X360,2013,Sports,#Take-Two Interactive,640,390,0,100,1130,842
1814,Alien: Isolation,PS4,2014,Shooter,#Sega,340,560,40,190,1130,892
1815,Yakuza 3,PS3,2009,Action,#Sega,210,210,620,80,1120,1005
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,#Nintendo,810,300,0,20,1130,878
1817,The Beatles: Rock Band,PS3,2009,Misc,#MTV Games,670,300,0,150,1120,810
1818,Dragon Age II,X360,2011,Action,#Electronic Arts,720,300,10,90,1120,875
1819,Moon Patrol,N64,1982,Shooter,#Atari,1050,60,0,10,1120,994
1820,Supercar Street Challenge,PS2,2001,Racing,#Activision,550,430,0,140,1120,1005
1821,Pilotwings 64,N64,1996,Simulation,#Nintendo,560,240,300,20,1120,1083
1822,Crackdown 2,X360,2010,Shooter,#Microsoft Game Studios,630,370,20,100,1120,1157
1823,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,#Square Enix,360,330,280,150,1120,780
1824,Castlevania: Lords of Shadow,PS3,2010,Action,#Konami Digital Entertainment,500,370,100,160,1130,776
1825,Rocksmith,X360,2011,Misc,#Ubisoft,840,200,10,80,1130,1442
1826,Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,#Disney Interactive Studios,620,400,0,100,1120,1068
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,#Sony Computer Entertainment,1030,0,10,80,1120,707
1828,Call Of Duty 2: Big Red One,XB,2005,Shooter,#Activision,660,400,0,50,1110,1252
1829,Yoshi's Cookie,NES,1992,Puzzle,#Nintendo,410,60,630,20,1120,939
1830,Guitar Hero 5,PS2,2009,Misc,#Activision,280,300,0,540,1120,1156
1831,Worldwide Soccer Manager 2008,PC,2007,Sports,#Russel,0,1120,0,0,1120,942
1832,Spider-Man 2,XB,2004,Action,#Activision,820,260,0,40,1120,1245
1833,Counter-Strike,XB,2003,Shooter,#Microsoft Game Studios,850,230,0,40,1120,847
1834,Mad Max (2015),PS4,2015,Action,#Warner Bros. Interactive Entertainment,320,580,40,170,1110,1135
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,#Activision,630,370,0,110,1110,1420
1836,GRID,PS3,2008,Racing,#Codemasters,310,570,30,200,1110,1347
1837,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,#RedOctane,920,40,0,150,1110,1382
1838,Sunset Overdrive,XOne,2014,Shooter,#Microsoft Game Studios,620,400,0,80,1100,1110
1839,Rock Band,PS2,2006,Misc,#Electronic Arts,710,60,0,350,1120,1073
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,#Ubisoft,680,380,0,50,1110,1480
1841,Donkey Kong Jr.,NES,1983,Platform,#Nintendo,330,70,700,10,1110,1269
1842,Arc the Lad,PS,1995,Role-Playing,#Sony Computer Entertainment,0,0,1100,10,1110,1178
1843,NBA Jam Tournament Edition,GEN,1994,Sports,#Acclaim Entertainment,950,140,0,30,1120,883
1844,Need for Speed: ProStreet,Wii,2007,Racing,#Electronic Arts,540,460,0,120,1120,747
1845,Pikmin 3,WiiU,2013,Strategy,#Nintendo,450,310,290,60,1110,1427
1846,Legend of Mana,PS,1999,Role-Playing,#SquareSoft,180,130,730,70,1110,919
1847,Lumines: Puzzle Fusion,PSP,2004,Puzzle,#Ubisoft,520,350,0,230,1100,1099
1848,Toy Story 3: The Video Game,PS3,2010,Action,#Disney Interactive Studios,510,420,0,170,1100,1104
1849,Guitar Hero 5,PS3,2009,Misc,#Activision,530,400,0,170,1100,710
1850,Megamania,N64,1981,Shooter,#Activision,1030,60,0,10,1100,619
1851,Medal of Honor: Airborne,X360,2007,Shooter,#Electronic Arts,450,530,10,120,1110,862
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,#Nintendo,520,330,170,80,1100,1366
1853,Jungle Hunt,N64,1982,Platform,#Atari,1030,60,0,10,1100,958
1854,Triple Play 98,PS,1997,Sports,#Electronic Arts,610,420,0,70,1100,1017
1855,LEGO The Lord of the Rings,PS3,2012,Action,#Warner Bros. Interactive Entertainment,360,530,0,210,1100,1305
1856,Petz Dogz 2,DS,2007,Simulation,#Ubisoft,470,520,0,120,1110,1408
1857,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,#THQ,440,460,10,180,1090,1293
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,#Konami Digital Entertainment,0,0,1100,0,1100,1252
1859,Lode Runner,NES,1984,Puzzle,#Hudson Soft,0,0,1100,0,1100,1151
1860,The Final Fantasy Legend,GB,1989,Role-Playing,#SquareSoft,0,0,1100,0,1100,933
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,#Namco Bandai Games,0,0,1100,0,1100,1006
1862,F-Zero X,N64,1998,Racing,#Nintendo,450,330,290,30,1100,1236
1863,Popeye,NES,1983,Platform,#Nintendo,510,120,450,20,1100,766
1864,NERF N-Strike,Wii,2008,Shooter,#Electronic Arts,920,90,0,90,1100,1108
1865,NBA Live 2001,PS2,2001,Sports,#Electronic Arts,520,400,40,130,1090,1119
1866,SingStar Legends,PS2,2006,Misc,#Sony Computer Entertainment,120,750,0,230,1100,1071
1867,SingStar Rocks!,PS2,2006,Misc,#Sony Computer Entertainment,0,840,0,250,1090,595
1868,Tales of Symphonia,GC,2003,Role-Playing,#Nintendo,540,210,310,40,1100,1445
1869,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,#Activision,540,330,10,220,1100,1150
1870,Star Ocean: The Second Story,PS,1998,Role-Playing,#Sony Computer Entertainment,260,100,720,20,1100,1290
1871,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,#Square Enix,310,220,450,120,1100,933
1872,Star Wars: The Force Unleashed,PSP,2008,Action,#LucasArts,430,410,0,250,1090,790
1873,Imagine: Babysitters,DS,2008,Simulation,#Ubisoft,630,360,0,100,1090,1459
1874,The Simpsons Game,PSP,2007,Action,#Electronic Arts,240,550,0,310,1100,618
1875,Yakuza 2,PS2,2006,Adventure,#Sega,50,40,840,160,1090,999
1876,Skate 2,X360,2009,Sports,#Electronic Arts,820,170,10,90,1090,942
