transaction_id,transaction_month,store_id,store_location,product_id,product_category,product_type,product_detail,transaction_qty,unit_price,sales
67740,December,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
38917,December,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
18129,October,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
98339,December,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
99009,December,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
15480,October,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
59097,October,5,Lower Manhattan,87,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3,3
28065,October,5,Lower Manhattan,51,Tea,Brewed Black tea,Earl Grey Lg,1,3,3
24504,October,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
23713,December,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
27135,December,5,Lower Manhattan,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
55428,November,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,4.75,9.5
40366,December,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
52820,December,5,Lower Manhattan,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
39815,November,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
11432,October,5,Lower Manhattan,41,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,4.25
34948,November,5,Lower Manhattan,75,Bakery,Pastry,Croissant,1,3.5,3.5
69336,November,5,Lower Manhattan,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
34623,October,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
18800,November,5,Lower Manhattan,75,Bakery,Pastry,Croissant,1,3.5,3.5
73850,November,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
14287,November,8,Hell's Kitchen,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
21893,November,8,Hell's Kitchen,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
35061,December,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
82186,December,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
58487,November,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
50836,October,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,4.75,9.5
86362,November,8,Hell's Kitchen,74,Bakery,Biscotti,Ginger Biscotti,1,3.5,3.5
43160,October,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
32693,October,5,Lower Manhattan,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
51704,November,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
63918,December,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
66575,December,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
47050,October,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
31149,October,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
13545,December,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
46915,December,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
45988,December,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
98434,October,8,Hell's Kitchen,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
96238,October,5,Lower Manhattan,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,2.5
68315,October,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
70635,December,8,Hell's Kitchen,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
97309,December,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
44363,October,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
92882,November,5,Lower Manhattan,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
20611,October,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
32098,November,8,Hell's Kitchen,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
83762,November,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
59612,October,5,Lower Manhattan,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,3.5
51119,October,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,2,3,6
56807,October,8,Hell's Kitchen,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,4.5
26716,October,8,Hell's Kitchen,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
53442,November,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
59171,December,8,Hell's Kitchen,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
12920,October,8,Hell's Kitchen,72,Bakery,Scone,Ginger Scone,1,3.25,3.25
94604,November,5,Lower Manhattan,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
77866,October,5,Lower Manhattan,75,Bakery,Pastry,Croissant,1,3.5,3.5
74956,December,8,Hell's Kitchen,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
24964,November,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
81868,November,8,Hell's Kitchen,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
89977,November,5,Lower Manhattan,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,2.5
90438,October,8,Hell's Kitchen,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
92881,December,8,Hell's Kitchen,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,4
84910,October,8,Hell's Kitchen,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
93805,December,8,Hell's Kitchen,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,4.5,9
77493,November,8,Hell's Kitchen,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
16778,October,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3,3
90444,November,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,2,3,6
26372,November,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
32185,December,5,Lower Manhattan,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3,3
12759,October,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2,2.5,5
17934,October,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
91035,December,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
60075,December,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
88121,October,5,Lower Manhattan,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
49859,October,8,Hell's Kitchen,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,2.45
44340,October,8,Hell's Kitchen,41,Coffee,Barista Espresso,Cappuccino Lg,2,4.25,8.5
79869,December,5,Lower Manhattan,51,Tea,Brewed Black tea,Earl Grey Lg,1,3,3
20506,December,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,2,3,6
11658,December,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
85929,October,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3,3
99179,November,8,Hell's Kitchen,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
18345,November,5,Lower Manhattan,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,3.5
50547,October,5,Lower Manhattan,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
55749,October,5,Lower Manhattan,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
76651,December,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
49236,October,8,Hell's Kitchen,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,2.55,5.1
38591,October,5,Lower Manhattan,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
19323,November,5,Lower Manhattan,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
59337,October,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
68890,November,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
80865,November,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
79657,October,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
92793,December,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
15685,October,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
73888,December,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
13943,November,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
24117,October,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
54917,December,5,Lower Manhattan,51,Tea,Brewed Black tea,Earl Grey Lg,1,3,3
73072,October,8,Hell's Kitchen,51,Tea,Brewed Black tea,Earl Grey Lg,2,3,6
14250,December,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
44904,October,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
62449,November,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
80407,November,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
74019,November,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
51902,December,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,2,2.5,5
19594,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
85264,October,3,Astoria,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
96376,October,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
78079,October,3,Astoria,77,Bakery,Scone,Oatmeal Scone,1,3,3
39812,November,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
51857,November,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,2.5,5
36034,December,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
45744,December,8,Hell's Kitchen,41,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,4.25
63060,November,5,Lower Manhattan,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
86629,November,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,4
33860,December,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,2.5
36396,December,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
65500,November,3,Astoria,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
87645,October,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3,3
62048,December,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
99033,December,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
50666,November,3,Astoria,75,Bakery,Pastry,Croissant,1,3.5,3.5
95926,December,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
38321,October,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,2.5,5
59827,November,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
63168,October,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
45576,December,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,2.5,5
99537,October,3,Astoria,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
81253,December,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
37541,December,5,Lower Manhattan,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,2.5,5
95564,November,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,2,2.5,5
78662,October,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,2,3,6
48030,November,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
72946,November,3,Astoria,49,Tea,Brewed Black tea,English Breakfast Lg,1,3,3
51031,December,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
84212,October,3,Astoria,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
40576,October,3,Astoria,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
19075,December,5,Lower Manhattan,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,3.5,7
66158,December,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
87931,November,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
74054,December,5,Lower Manhattan,74,Bakery,Biscotti,Ginger Biscotti,1,3.5,3.5
89869,November,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,2,3,6
13746,December,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
74737,October,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,2,3,6
52551,November,8,Hell's Kitchen,72,Bakery,Scone,Ginger Scone,1,3.25,3.25
69373,October,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
58950,October,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
98774,December,8,Hell's Kitchen,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,3.5
73454,October,8,Hell's Kitchen,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,3.5
98500,November,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2,2.5,5
15851,November,8,Hell's Kitchen,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,4.5,9
70812,November,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,2,3,6
56646,December,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
62254,December,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
65983,October,8,Hell's Kitchen,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
25130,October,8,Hell's Kitchen,37,Coffee,Barista Espresso,Espresso shot,1,3,3
36827,October,8,Hell's Kitchen,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
94577,November,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,3.1,6.2
37267,November,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
98561,October,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
64910,November,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
81875,November,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
10392,November,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
90416,December,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
66283,November,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,2.5
87000,November,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
27124,October,3,Astoria,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
89656,October,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
69495,December,5,Lower Manhattan,47,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3,3
42531,November,5,Lower Manhattan,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
21729,December,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
44840,October,3,Astoria,49,Tea,Brewed Black tea,English Breakfast Lg,1,3,3
38843,December,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
95972,December,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
92318,October,5,Lower Manhattan,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
93150,December,5,Lower Manhattan,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
78313,November,5,Lower Manhattan,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
29729,December,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
13659,November,3,Astoria,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
17101,November,5,Lower Manhattan,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,3.5,7
82288,December,5,Lower Manhattan,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
95630,November,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
56837,November,5,Lower Manhattan,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,2.55,5.1
31438,November,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
10580,December,5,Lower Manhattan,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
17074,October,8,Hell's Kitchen,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
33951,November,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
18112,October,3,Astoria,51,Tea,Brewed Black tea,Earl Grey Lg,2,3,6
31454,December,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
51972,November,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
98007,November,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
34308,October,8,Hell's Kitchen,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
16497,December,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
66064,November,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
89128,December,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
86976,November,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
15503,December,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,2,3,6
49401,October,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,2.55
48260,October,5,Lower Manhattan,87,Coffee,Barista Espresso,Ouro Brasileiro shot,2,3,6
67518,December,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3,3
97838,December,5,Lower Manhattan,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,2.5
68346,November,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
58654,October,5,Lower Manhattan,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
31906,October,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
29137,December,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
71723,October,8,Hell's Kitchen,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,4
13594,December,5,Lower Manhattan,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,3.5
24843,November,5,Lower Manhattan,77,Bakery,Scone,Oatmeal Scone,1,3,3
88691,November,5,Lower Manhattan,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,2.5,5
92522,December,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,2.5
66059,November,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
81274,November,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
53309,October,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
15887,December,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
32325,December,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3,3
35062,October,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
88131,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
80054,December,8,Hell's Kitchen,40,Coffee,Barista Espresso,Cappuccino,2,3.75,7.5
76859,November,8,Hell's Kitchen,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
92491,November,5,Lower Manhattan,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,4
63407,November,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
89336,November,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,1,3,3
30282,November,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
37783,October,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
19045,December,5,Lower Manhattan,51,Tea,Brewed Black tea,Earl Grey Lg,1,3,3
87354,November,5,Lower Manhattan,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
35683,December,8,Hell's Kitchen,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,3.5
28916,November,8,Hell's Kitchen,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
95433,December,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,2,3,6
54222,December,5,Lower Manhattan,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
91079,November,5,Lower Manhattan,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
44597,October,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
69914,October,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
43623,December,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
77469,November,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
27483,December,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
23178,November,8,Hell's Kitchen,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
34388,October,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3,3
92577,October,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
94481,November,3,Astoria,38,Coffee,Barista Espresso,Latte,1,3.75,3.75
18764,November,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,2.55
86513,November,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
10113,October,3,Astoria,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
22243,November,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,2.5
71912,December,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3,3
43352,November,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
33202,December,8,Hell's Kitchen,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,2.2
14908,October,8,Hell's Kitchen,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
51081,November,5,Lower Manhattan,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
40171,November,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
78471,December,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
81520,December,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
56573,October,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,2,3,6
94184,October,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
54218,October,5,Lower Manhattan,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
22596,October,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
35925,November,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
42757,December,8,Hell's Kitchen,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,4.5,9
92073,October,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
28871,November,8,Hell's Kitchen,73,Bakery,Pastry,Almond Croissant,1,3.75,3.75
34997,November,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
74547,November,3,Astoria,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
86606,December,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,2.5,5
70355,December,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
97010,November,8,Hell's Kitchen,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
32984,December,8,Hell's Kitchen,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
51449,December,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
90557,November,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
49168,October,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
32761,October,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
63683,November,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
