App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
Pacifica - Stress & Anxiety,HEALTH_AND_FITNESS,Varies with device,Free,Teen,Health & Fitness,Varies with device,10253,4.5,500000,0
Relaxing Sounds,HEALTH_AND_FITNESS,40M,Free,Everyone,Health & Fitness,4.1 and up,4642,4.6,100000,0
White Sound Pro,HEALTH_AND_FITNESS,73M,Free,Everyone,Health & Fitness,4.4 and up,16570,4.7,500000,0
"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,28M,Free,Everyone,Health & Fitness,4.0.3 and up,48226,4.6,1000000,0
Insight Timer - Free Meditation App,HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,Varies with device,20161,4.6,1000000,0
Self-help Anxiety Management,HEALTH_AND_FITNESS,23M,Free,Everyone 10+,Health & Fitness,4.0.3 and up,2894,4,500000,0
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,10M,Free,Everyone,Health & Fitness,4.4 and up,5038,4.4,500000,0
21-Day Meditation Experience,HEALTH_AND_FITNESS,15M,Free,Everyone,Health & Fitness,4.1 and up,11506,4.4,100000,0
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,8.4M,Free,Everyone,Health & Fitness,4.0 and up,31665,4.8,1000000,0
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,31M,Free,Everyone,Health & Fitness,4.1 and up,205299,4.6,5000000,0
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,Varies with device,Free,Teen,Health & Fitness,Varies with device,13799,4.2,500000,0
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,Varies with device,111455,4.6,5000000,0
Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,Varies with device,111462,4.1,5000000,0
White Noise Lite,HEALTH_AND_FITNESS,41M,Free,Everyone,Health & Fitness,4.1 and up,57634,4.4,1000000,0
Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,Varies with device,233243,4.5,5000000,0
"Stop, Breathe & Think: Meditation & Mindfulness",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,Varies with device,8576,4.3,1000000,0
Simple Habit Meditation,HEALTH_AND_FITNESS,20M,Free,Everyone,Health & Fitness,4.4 and up,11689,4.7,500000,0
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,39M,Free,Everyone,Health & Fitness,4.2 and up,77563,4.6,10000000,0
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,35M,Free,Everyone,Health & Fitness,4.0 and up,70769,4.4,5000000,0
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,34M,Free,Everyone,House & Home,4.4 and up,417907,4.5,10000000,0
"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home,5.0 and up,3167,4.8,100000,0
Apartments & Rentals - Zillow,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,27386,4.2,1000000,0
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,12M,Free,Everyone,House & Home,4.0.3 and up,162243,4.5,10000000,0
Real Estate sale & rent Trovit,HOUSE_AND_HOME,7.7M,Free,Everyone,House & Home,4.0.3 and up,65913,4.1,5000000,0
"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,21M,Free,Everyone,House & Home,4.0.3 and up,24977,4.1,1000000,0
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,18M,Free,Everyone,House & Home,4.1 and up,6000,4,1000000,0
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,40M,Free,Everyone,House & Home,4.4 and up,37711,4.3,1000000,0
Trulia Real Estate & Rentals,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,175293,4.5,10000000,0
Latest 2018 Home Designs,HOUSE_AND_HOME,8.7M,Free,Everyone,House & Home,2.3 and up,174,NaN,10000,0
Houzz Interior Design Ideas,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,353799,4.6,10000000,0
Good room network fast rent,HOUSE_AND_HOME,8.6M,Free,Everyone,House & Home,4.0 and up,2758,3.7,500000,0
Yongqing fast search,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,1437,3.7,100000,0
LIFULL HOME'S,HOUSE_AND_HOME,18M,Free,Everyone,House & Home,4.2 and up,7573,4.2,1000000,0
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home,5.0 and up,8481,4.5,1000000,0
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,9.1M,Free,Everyone,House & Home,4.0.3 and up,10054,4.3,1000000,0
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,13M,Free,Everyone,House & Home,4.0.3 and up,10117,3.9,1000000,0
Living Smart Home,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,39189,4.6,1000000,0
591 Housing Trading - Hong Kong,HOUSE_AND_HOME,15M,Free,Everyone,House & Home,4.0 and up,3522,4.3,100000,0
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,71419,4.4,5000000,0
Redfin Real Estate,HOUSE_AND_HOME,19M,Free,Everyone,House & Home,5.0 and up,36857,4.6,1000000,0
"Domofond Real Estate. Buy, rent an apartment.",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,39123,4.5,1000000,0
"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,14653,3.8,1000000,0
Yes319 real price login query,HOUSE_AND_HOME,5.1M,Free,Everyone,House & Home,4.0.3 and up,12,NaN,5000,0
DaBang - Rental Homes in Korea,HOUSE_AND_HOME,26M,Free,Everyone,House & Home,4.1 and up,23013,4.4,5000000,0
DIY On A Budget,HOUSE_AND_HOME,8.3M,Free,Teen,House & Home,4.1 and up,114,4.7,10000,0
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,27M,Free,Everyone,House & Home,4.4 and up,287,3.4,100000,0
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,7.9M,Free,Everyone,House & Home,4.0 and up,4435,4.3,500000,0
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,43800,4.3,1000000,0
Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,27M,Free,Everyone,House & Home,4.0.3 and up,4281,4,100000,0
Rent.com Apartment Homes,HOUSE_AND_HOME,5.1M,Free,Everyone,House & Home,5.0 and up,7508,4,1000000,0
Good house to buy a house,HOUSE_AND_HOME,15M,Free,Everyone,House & Home,4.0.3 and up,491,3.8,100000,0
LH Housing Promotion Notice,HOUSE_AND_HOME,3.1M,Free,Everyone,House & Home,4.0 and up,160,NaN,100000,0
Apartments.com Rental Search,HOUSE_AND_HOME,16M,Free,Everyone,House & Home,4.4 and up,22584,4.3,1000000,0
Hemnet,HOUSE_AND_HOME,9.2M,Free,Everyone,House & Home,4.1 and up,4087,3.6,500000,0
At home - rental · real estate · room finding application such as apartment · apartment,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,2496,3.8,500000,0
Alfred Home Security Camera,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,103305,4.5,5000000,0
House app: beautiful everyday ~,HOUSE_AND_HOME,10M,Free,Teen,House & Home,4.1 and up,2669,4.6,500000,0
Home tips and advice,HOUSE_AND_HOME,2.6M,Free,Everyone,House & Home,4.0.3 and up,10,NaN,5000,0
"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,13M,Free,Everyone,House & Home,4.0.3 and up,7619,4.5,100000,0
Ruler,HOUSE_AND_HOME,1.9M,Free,Everyone,House & Home,4.0 and up,126,4.7,10000,0
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,7.0M,Free,Everyone,House & Home,4.0.3 and up,273,4.3,50000,0
"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,15M,Free,Everyone,House & Home,4.0 and up,2248,3.7,100000,0
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,4.2M,Free,Everyone,House & Home,4.3 and up,10,NaN,10000,0
iProperty Malaysia,HOUSE_AND_HOME,7.8M,Free,Everyone,House & Home,4.0 and up,809,4.2,100000,0
ColorSnap® Visualizer,HOUSE_AND_HOME,77M,Free,Everyone,House & Home,4.0.3 and up,3280,3.4,1000000,0
Apartment Decorating Ideas,HOUSE_AND_HOME,5.7M,Free,Everyone,House & Home,3.0 and up,1478,3.9,100000,0
Bedroom Decorating Ideas,HOUSE_AND_HOME,5.9M,Free,Everyone,House & Home,3.0 and up,2382,4,500000,0
Room Painting Ideas,HOUSE_AND_HOME,7.6M,Free,Everyone,House & Home,3.0 and up,4450,4,1000000,0
Kitchen Island Ideas,HOUSE_AND_HOME,5.8M,Free,Everyone,House & Home,3.0 and up,515,4,50000,0
Houzz Interior Design Ideas,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,353800,4.6,10000000,0
Living Room Decorating Ideas,HOUSE_AND_HOME,5.8M,Free,Everyone,House & Home,3.0 and up,4465,4,1000000,0
Bathroom Decorating Ideas,HOUSE_AND_HOME,5.3M,Free,Everyone,House & Home,3.0 and up,2427,4.1,500000,0
Wall Decorating Ideas,HOUSE_AND_HOME,5.5M,Free,Everyone,House & Home,3.0 and up,6631,3.9,1000000,0
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,25M,Free,Everyone,House & Home,5.0 and up,11200,4.4,1000000,0
RadPad: Apartment Finder App,HOUSE_AND_HOME,35M,Free,Everyone,House & Home,4.1 and up,6896,4.4,500000,0
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,7.9M,Free,Everyone,House & Home,4.0 and up,4435,4.3,500000,0
Redfin Real Estate,HOUSE_AND_HOME,19M,Free,Everyone,House & Home,5.0 and up,36857,4.6,1000000,0
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home,5.0 and up,8481,4.5,1000000,0
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,12M,Free,Everyone,House & Home,4.0.3 and up,162243,4.5,10000000,0
Trulia Real Estate & Rentals,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,175293,4.5,10000000,0
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,34M,Free,Everyone,House & Home,4.4 and up,417907,4.5,10000000,0
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,30M,Free,Everyone,House & Home,4.2 and up,3834,4.3,500000,0
Apartments & Rentals - Zillow,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,27387,4.2,1000000,0
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,71421,4.4,5000000,0
Apartments.com Rental Search,HOUSE_AND_HOME,16M,Free,Everyone,House & Home,4.4 and up,22584,4.3,1000000,0
Houzz Interior Design Ideas,HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home,Varies with device,353813,4.6,10000000,0
Trulia Mortgage Calculators,HOUSE_AND_HOME,16M,Free,Everyone,House & Home,4.4 and up,81,4.1,50000,0
Public Digital Library,LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo,Varies with device,2087,3.9,50000,0
Quotes,LIBRARIES_AND_DEMO,15M,Free,Everyone,Libraries & Demo,4.0.3 and up,58,4.4,10000,0
Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,21M,Free,Everyone,Libraries & Demo,5.0 and up,3014,4.6,100000,0
Lamp detector,LIBRARIES_AND_DEMO,1.8M,Free,Everyone,Libraries & Demo,2.3.3 and up,5,NaN,1000,0
SUDOKU,LIBRARIES_AND_DEMO,4.3M,Free,Everyone,Libraries & Demo,2.3 and up,923,4.1,100000,0
General culture,LIBRARIES_AND_DEMO,10M,Free,Everyone,Libraries & Demo,4.0 and up,26,NaN,10000,0
Luffs,LIBRARIES_AND_DEMO,3.7M,Free,Everyone,Libraries & Demo,4.0.3 and up,487,NaN,100000,0
Aviary Effects: Classic,LIBRARIES_AND_DEMO,232k,Free,Everyone,Libraries & Demo,2.2 and up,67007,3.8,5000000,0
Chakra Cleansing,LIBRARIES_AND_DEMO,99M,Free,Everyone,Libraries & Demo,4.0.3 and up,539,4.6,50000,0
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,624k,Free,Everyone,Libraries & Demo,2.2 and up,126862,3.5,10000000,0
Call Recorder,LIBRARIES_AND_DEMO,6.9M,Free,Everyone,Libraries & Demo,4.0 and up,48,4.7,1000,0
Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,7.0M,Free,Everyone,Libraries & Demo,4.0.3 and up,1465,4.3,100000,0
auto Call Recorder 2018,LIBRARIES_AND_DEMO,7.0M,Free,Everyone,Libraries & Demo,4.0 and up,929,4.5,50000,0
converter video to mp3,LIBRARIES_AND_DEMO,6.4M,Free,Everyone,Libraries & Demo,2.2 and up,783,4.4,100000,0
eBiblio,LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo,Varies with device,2907,3.4,50000,0
chicken song,LIBRARIES_AND_DEMO,16M,Free,Everyone,Libraries & Demo,2.3 and up,434,4.3,100000,0
Words (188 Category),LIBRARIES_AND_DEMO,5.9M,Free,Everyone,Libraries & Demo,4.0.3 and up,54,NaN,10000,0
Binaural Beats Meditation,LIBRARIES_AND_DEMO,95M,Free,Everyone,Libraries & Demo,4.0.3 and up,411,4.3,50000,0
Essential Resources,LIBRARIES_AND_DEMO,8.5k,Free,Everyone,Libraries & Demo,7.1 and up,237,4.6,50000,0
MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,20M,Free,Everyone,Libraries & Demo,2.3 and up,2580,4.6,100000,0
Cold Spirits,LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo,2.3 and up,363,NaN,100000,0
Cardboard,LIBRARIES_AND_DEMO,50M,Free,Everyone,Libraries & Demo,4.1 and up,130272,4.2,10000000,0
How to sew & make the easiest pattern,LIBRARIES_AND_DEMO,10M,Free,Everyone,Libraries & Demo,4.0 and up,110,NaN,10000,0
I will return his eggs,LIBRARIES_AND_DEMO,18M,Free,Everyone,Libraries & Demo,2.3 and up,91,NaN,100000,0
Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES_AND_DEMO,12M,Free,Everyone,Libraries & Demo,4.0.3 and up,130,4.6,10000,0
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo,4.0.3 and up,25,NaN,10000,0
Sad hair without net,LIBRARIES_AND_DEMO,2.1M,Free,Everyone,Libraries & Demo,2.3 and up,20,NaN,5000,0
Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,22M,Free,Everyone,Libraries & Demo,4.0.3 and up,7396,4.4,500000,0
Wifi Connect Library,LIBRARIES_AND_DEMO,41k,Free,Everyone,Libraries & Demo,1.5 and up,58055,3.9,5000000,0
Super Funny Ringtones 2018 🔔,LIBRARIES_AND_DEMO,22M,Free,Everyone,Libraries & Demo,4.0.3 and up,1703,4.5,100000,0
Apk Installer,LIBRARIES_AND_DEMO,292k,Free,Everyone,Libraries & Demo,1.6 and up,7750,3.8,1000000,0
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,5.5M,Free,Everyone,Libraries & Demo,4.2 and up,6,4.3,10000,0
OpenCV Manager,LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo,Varies with device,12657,3.7,1000000,0
Eternal life,LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo,1.6 and up,26,5,1000,0
V380s,LIBRARIES_AND_DEMO,8.1M,Free,Everyone,Libraries & Demo,4.1 and up,1919,3.2,500000,0
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,28M,Free,Everyone,Libraries & Demo,5.0 and up,60170,4.5,1000000,0
Blackpink as if it's your last,LIBRARIES_AND_DEMO,24M,Free,Everyone,Libraries & Demo,2.3 and up,831,4.7,100000,0
Wifi Test,LIBRARIES_AND_DEMO,3.1M,Free,Everyone,Libraries & Demo,4.0 and up,8671,4,1000000,0
Patience Words,LIBRARIES_AND_DEMO,3.4M,Free,Everyone,Libraries & Demo,4.0.3 and up,31,NaN,10000,0
Market Update Helper,LIBRARIES_AND_DEMO,11k,Free,Everyone,Libraries & Demo,1.5 and up,20145,4.1,1000000,0
Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,13M,Free,Everyone,Libraries & Demo,2.3 and up,912,3.8,500000,0
Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,19M,Free,Everyone,Libraries & Demo,2.3 and up,2639,4.7,500000,0
R M Lock Screen,LIBRARIES_AND_DEMO,9.5M,Free,Everyone,Libraries & Demo,4.0.3 and up,399,4.5,100000,0
Mama Lala 's song,LIBRARIES_AND_DEMO,21M,Free,Everyone,Libraries & Demo,2.3 and up,102,NaN,50000,0
Barcode Scanner,LIBRARIES_AND_DEMO,9.4M,Free,Everyone,Libraries & Demo,3.2 and up,3945,4.2,500000,0
Young Speeches,LIBRARIES_AND_DEMO,2.4M,Free,Everyone,Libraries & Demo,2.3 and up,2221,NaN,500000,0
New Ringtones 2018,LIBRARIES_AND_DEMO,36M,Free,Everyone,Libraries & Demo,4.0 and up,3781,4.1,1000000,0
EyeCloud,LIBRARIES_AND_DEMO,55M,Free,Everyone,Libraries & Demo,4.4 and up,1267,3.1,100000,0
Dollhouse Decorating Games,LIFESTYLE,32M,Free,Teen,Lifestyle,4.1 and up,18968,4.1,5000000,0
metroZONE,LIFESTYLE,34M,Free,Everyone,Lifestyle,5.0 and up,47497,4.1,10000000,0
Easy Hair Style Design,LIFESTYLE,5.1M,Free,Everyone,Lifestyle,2.3 and up,601,4.3,100000,0
Talking Babsy Baby: Baby Games,LIFESTYLE,100M,Free,Everyone,Lifestyle;Pretend Play,4.0 and up,140995,4,10000000,0
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,80M,Free,Everyone,Lifestyle,4.0 and up,51357,4.6,5000000,0
Girly Wallpapers Backgrounds,LIFESTYLE,3.3M,Free,Everyone,Lifestyle,4.0 and up,13565,4.4,1000000,0
Chart - Myanmar Keyboard,LIFESTYLE,28M,Free,Everyone,Lifestyle,4.0.3 and up,39364,4.4,5000000,0
Easy Makeup Tutorials,LIFESTYLE,5.0M,Free,Everyone,Lifestyle,2.3 and up,7287,4.3,1000000,0
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,11M,Free,Everyone 10+,Lifestyle,4.0.3 and up,161143,4.6,10000000,0
Entel,LIFESTYLE,55M,Free,Everyone,Lifestyle,4.0.3 and up,16168,3.2,1000000,0
ZenUI Safeguard,LIFESTYLE,7.1M,Free,Everyone,Lifestyle,7.0 - 7.1.1,100,4.5,1000000,0
Live 4D Results ! (MY & SG),LIFESTYLE,3.2M,Free,Everyone,Lifestyle,2.3 and up,116079,4.6,5000000,0
Diary with lock,LIFESTYLE,4.4M,Free,Everyone,Lifestyle,4.1 and up,815893,4.6,10000000,0
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,16M,Free,Everyone,Lifestyle,7.0 and up,985,4.3,500000,0
Telstra,LIFESTYLE,6.3M,Free,Everyone,Lifestyle,2.3.3 and up,4260,3,5000000,0
Family Locator - GPS Tracker,LIFESTYLE,45M,Free,Everyone,Lifestyle,4.4 and up,726074,4.4,10000000,0
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,23M,Free,Everyone,Lifestyle,4.1 and up,3829,4.4,1000000,0
Safeway,LIFESTYLE,37M,Free,Everyone,Lifestyle,4.4 and up,33572,4.3,1000000,0
HTC Speak,LIFESTYLE,13M,Free,Everyone,Lifestyle,5.0 and up,6145,3.5,10000000,0
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,8.1M,Free,Everyone,Lifestyle,4.0 and up,34327,4.3,5000000,0
Tattoodo - Find your next tattoo,LIFESTYLE,13M,Free,Teen,Lifestyle,4.1 and up,7457,4.5,1000000,0
H&M,LIFESTYLE,14M,Free,Everyone,Lifestyle,4.4 and up,41941,3.7,10000000,0
Samsung+,LIFESTYLE,30M,Free,Everyone,Lifestyle,4.4 and up,82145,4.5,50000000,0
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,36M,Free,Everyone,Lifestyle,4.1 and up,10944,4.2,1000000,0
Beautiful Design Birthday Cake,LIFESTYLE,3.0M,Free,Everyone,Lifestyle,2.3 and up,665,4.3,500000,0
Pronunciation and know the name of the caller from his number,LIFESTYLE,1.4M,Free,Everyone,Lifestyle,2.3 and up,2167,4.6,500000,0
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,39M,Free,Everyone,Lifestyle,5.0 and up,53652,4.5,1000000,0
Caf - My Account,LIFESTYLE,1.8M,Free,Everyone,Lifestyle,2.3 and up,18961,3.9,5000000,0
H Pack,LIFESTYLE,1.7M,Free,Everyone,Lifestyle,4.0.3 and up,9412,4.3,1000000,0
Family convenience store FamilyMart,LIFESTYLE,19M,Free,Everyone,Lifestyle,4.4 and up,9663,3.3,1000000,0
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,15M,Free,Everyone,Lifestyle,4.0.3 and up,2225,4.7,100000,0
w UN map,LIFESTYLE,10.0M,Free,Mature 17+,Lifestyle,5.0 and up,23164,4.2,1000000,0
Official Matsumoto Kiyoshi application,LIFESTYLE,2.7M,Free,Everyone,Lifestyle,4.0 and up,3031,3.2,1000000,0
Galaxy Gift,LIFESTYLE,16M,Free,Everyone,Lifestyle,4.0.3 and up,95557,4.4,10000000,0
PASS by KT (formerly KT certified),LIFESTYLE,21M,Free,Everyone,Lifestyle,4.4 and up,7869,3.5,1000000,0
Safety stepping stone,LIFESTYLE,20M,Free,Everyone,Lifestyle,2.3 and up,4212,3.7,1000000,0
Rate Guide Bill Letter,LIFESTYLE,14M,Free,Everyone,Lifestyle,4.0 and up,17368,3.8,10000000,0
US Mission - buy gourmet movie KTV,LIFESTYLE,76M,Free,Teen,Lifestyle,4.1 and up,6554,3.8,500000,0
OK cashbag [point of pleasure],LIFESTYLE,18M,Free,Everyone,Lifestyle,4.0 and up,33264,3.7,10000000,0
JOANN - Crafts & Coupons,LIFESTYLE,12M,Free,Everyone,Lifestyle,4.3 and up,34782,4.6,1000000,0
MK eCatalog,LIFESTYLE,6.2M,Free,Everyone,Lifestyle,4.2 and up,6676,4,1000000,0
Vaniday - Beauty Booking App,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,4.1 and up,1067,3.6,100000,0
Fashion in Vogue,LIFESTYLE,6.8M,Free,Everyone,Lifestyle,4.3 and up,1797,3.8,100000,0
Mirror,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,367505,4.1,10000000,0
StyleSeat,LIFESTYLE,24M,Free,Everyone,Lifestyle,4.0.3 and up,20304,4.7,500000,0
Wedding Countdown Widget,LIFESTYLE,19M,Free,Everyone,Lifestyle,4.1 and up,7376,3.9,1000000,0
My Day - Countdown Calendar 🗓️,LIFESTYLE,13M,Free,Everyone,Lifestyle,4.1 and up,49147,4.1,1000000,0
justWink Greeting Cards,LIFESTYLE,15M,Free,Teen,Lifestyle,4.4 and up,69177,4.6,1000000,0
Wedding LookBook by The Knot,LIFESTYLE,13M,Free,Everyone,Lifestyle,4.0.3 and up,3448,4.2,100000,0
Vaniday - Beauty Booking App,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,4.1 and up,1067,3.6,100000,0
Big Days - Events Countdown,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,39724,4.6,1000000,0
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,44M,Free,Everyone,Lifestyle,5.0 and up,3788,4.2,1000000,0
Been Together (Ad) - D-day,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,95736,4.4,10000000,0
WedMeGood - Wedding Planner,LIFESTYLE,9.7M,Free,Everyone,Lifestyle,4.4 and up,1658,4.6,100000,0
StyleSeat,LIFESTYLE,24M,Free,Everyone,Lifestyle,4.0.3 and up,20304,4.7,500000,0
DIY Garden Ideas,LIFESTYLE,13M,Free,Everyone,Lifestyle,4.0 and up,3309,4.1,500000,0
Brit + Co,LIFESTYLE,4.5M,Free,Everyone,Lifestyle,4.0 and up,987,3.9,10000,0
Creative Ideas - DIY & Craft,LIFESTYLE,4.5M,Free,Teen,Lifestyle,4.0 and up,5208,4,100000,0
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,29M,Free,Everyone,Lifestyle,4.1 and up,78298,4.1,5000000,0
JOANN - Crafts & Coupons,LIFESTYLE,12M,Free,Everyone,Lifestyle,4.3 and up,34802,4.6,1000000,0
Wheretoget: Shop in style,LIFESTYLE,12M,Free,Teen,Lifestyle,4.1 and up,6808,4.1,500000,0
My Dressing - Fashion closet,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,12452,4.1,500000,0
Chictopia,LIFESTYLE,4.6M,Free,Everyone,Lifestyle,2.2 and up,360,4.1,10000,0
Scarf Fashion Designer,LIFESTYLE,10M,Free,Everyone,Lifestyle,2.3 and up,16637,4.4,1000000,0
Fashion in Vogue,LIFESTYLE,6.8M,Free,Everyone,Lifestyle,4.3 and up,1797,3.8,100000,0
Zara,LIFESTYLE,33M,Free,Everyone,Lifestyle,4.1 and up,95904,4.3,10000000,0
Wheretoget: Shop in style,LIFESTYLE,12M,Free,Teen,Lifestyle,4.1 and up,6808,4.1,500000,0
My Dressing - Fashion closet,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,12452,4.1,500000,0
Chictopia,LIFESTYLE,4.6M,Free,Everyone,Lifestyle,2.2 and up,360,4.1,10000,0
Scarf Fashion Designer,LIFESTYLE,10M,Free,Everyone,Lifestyle,2.3 and up,16637,4.4,1000000,0
Fashion in Vogue,LIFESTYLE,6.8M,Free,Everyone,Lifestyle,4.3 and up,1797,3.8,100000,0
Zara,LIFESTYLE,33M,Free,Everyone,Lifestyle,4.1 and up,95905,4.3,10000000,0
Real Estate by Movoto,LIFESTYLE,13M,Free,Everyone,Lifestyle,4.0.3 and up,3114,4.4,100000,0
Etta Homes,LIFESTYLE,15M,Free,Everyone,Lifestyle,5.0 and up,220,4.2,50000,0
Houlihan Lawrence,LIFESTYLE,23M,Free,Everyone,Lifestyle,4.2 and up,33,4.4,5000,0
Home Scouting® MLS Mobile,LIFESTYLE,7.7M,Free,Everyone,Lifestyle,2.2 and up,1533,4.3,100000,0
Housing-Real Estate & Property,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,4.1 and up,28301,4.1,1000000,0
ZipRealty Real Estate & Homes,LIFESTYLE,15M,Free,Everyone,Lifestyle,4.4 and up,3937,4,100000,0
Sotheby's International Realty,LIFESTYLE,25M,Free,Everyone,Lifestyle,4.0.3 and up,894,4.2,50000,0
Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,21195,4.1,1000000,0
