Date,Month,Region,State,Product Category,Quantity Sold
11/25/2023,November,North,Delhi,Professional,20
11/30/2023,November,North,Delhi,Lifestyle,30
11/27/2023,November,North,Delhi,Lifestyle,60
11/4/2023,November,North,Delhi,Lifestyle,40
11/11/2023,November,North,Delhi,Lifestyle,40
11/24/2023,November,North,Delhi,Lifestyle,10
11/4/2023,November,North,Delhi,Lifestyle,60
11/12/2023,November,North,Delhi,Adventure,60
11/17/2023,November,North,Delhi,Adventure,50
12/22/2023,December,North,Delhi,Adventure,50
12/21/2023,December,North,Delhi,Adventure,20
12/27/2023,December,North,Delhi,Adventure,30
12/11/2023,December,North,Delhi,Adventure,30
12/13/2023,December,North,Punjab,Professional,30
12/26/2023,December,North,Punjab,Professional,30
12/18/2023,December,North,Punjab,Professional,30
12/20/2023,December,North,Punjab,Professional,60
12/27/2023,December,North,Punjab,Professional,40
12/18/2023,December,North,Punjab,Professional,30
12/14/2023,December,North,Punjab,Professional,40
12/12/2023,December,North,Punjab,Lifestyle,60
12/25/2023,December,North,Punjab,Adventure,20
12/16/2023,December,North,Punjab,Adventure,10
12/28/2023,December,North,Punjab,Adventure,30
12/24/2023,December,North,Haryana,Professional,30
12/25/2023,December,North,Haryana,Professional,10
12/20/2023,December,North,Haryana,Lifestyle,30
12/14/2023,December,North,Haryana,Lifestyle,60
12/16/2023,December,North,Haryana,Adventure,60
12/20/2023,December,North,Haryana,Adventure,50
12/19/2023,December,North,Haryana,Adventure,50
12/21/2023,December,North,Haryana,Adventure,40
12/20/2023,December,North,Haryana,Adventure,20
12/17/2023,December,South,Karnataka,Professional,40
12/22/2023,December,South,Karnataka,Professional,50
12/11/2023,December,South,Karnataka,Professional,40
12/14/2023,December,South,Karnataka,Professional,60
12/16/2023,December,South,Karnataka,Professional,30
12/25/2023,December,South,Karnataka,Professional,50
12/28/2023,December,South,Karnataka,Lifestyle,50
12/21/2023,December,South,Karnataka,Lifestyle,40
12/17/2023,December,South,Karnataka,Lifestyle,40
12/12/2023,December,South,Karnataka,Lifestyle,60
12/14/2023,December,South,Karnataka,Lifestyle,40
12/12/2023,December,South,Karnataka,Lifestyle,10
12/18/2023,December,South,Karnataka,Lifestyle,30
12/15/2023,December,South,Karnataka,Adventure,10
12/24/2023,December,South,Karnataka,Adventure,20
12/18/2023,December,South,Karnataka,Adventure,60
12/16/2023,December,South,Karnataka,Adventure,30
12/15/2023,December,South,Karnataka,Adventure,50
12/18/2023,December,South,Tamil Nadu,Professional,60
12/23/2023,December,South,Tamil Nadu,Professional,30
12/26/2023,December,South,Tamil Nadu,Professional,50
12/11/2023,December,South,Tamil Nadu,Professional,50
12/14/2023,December,South,Tamil Nadu,Lifestyle,20
12/26/2023,December,South,Tamil Nadu,Lifestyle,20
12/24/2023,December,South,Tamil Nadu,Lifestyle,60
12/26/2023,December,South,Tamil Nadu,Lifestyle,50
12/15/2023,December,South,Tamil Nadu,Lifestyle,60
12/12/2023,December,South,Tamil Nadu,Adventure,40
12/22/2023,December,South,Tamil Nadu,Adventure,40
12/15/2023,December,South,Tamil Nadu,Adventure,20
12/20/2023,December,South,Tamil Nadu,Adventure,30
12/17/2023,December,South,Kerala,Professional,20
12/22/2023,December,South,Kerala,Professional,60
12/18/2023,December,South,Kerala,Professional,50
12/26/2023,December,South,Kerala,Lifestyle,60
12/14/2023,December,South,Kerala,Adventure,20
12/22/2023,December,South,Kerala,Adventure,40
12/26/2023,December,South,Kerala,Adventure,10
12/11/2023,December,South,Kerala,Adventure,20
12/21/2023,December,South,Kerala,Adventure,40
12/17/2023,December,West,Maharashtra,Professional,30
12/16/2023,December,West,Maharashtra,Professional,40
12/18/2023,December,West,Maharashtra,Professional,20
12/23/2023,December,West,Maharashtra,Professional,10
12/17/2023,December,West,Maharashtra,Professional,30
12/26/2023,December,West,Maharashtra,Lifestyle,30
12/23/2023,December,West,Maharashtra,Lifestyle,50
12/16/2023,December,West,Maharashtra,Lifestyle,40
12/18/2023,December,West,Maharashtra,Lifestyle,10
12/15/2023,December,West,Maharashtra,Lifestyle,60
12/18/2023,December,West,Maharashtra,Lifestyle,50
12/26/2023,December,West,Maharashtra,Adventure,20
12/24/2023,December,West,Maharashtra,Adventure,40
12/28/2023,December,West,Maharashtra,Adventure,40
12/19/2023,December,West,Maharashtra,Adventure,60
12/14/2023,December,West,Maharashtra,Adventure,30
12/11/2023,December,West,Maharashtra,Adventure,60
12/20/2023,December,West,Maharashtra,Adventure,40
12/18/2023,December,West,Gujarat,Professional,50
12/24/2023,December,West,Gujarat,Professional,60
12/22/2023,December,West,Gujarat,Professional,60
12/13/2023,December,West,Gujarat,Professional,50
12/11/2023,December,West,Gujarat,Professional,40
12/13/2023,December,West,Gujarat,Professional,20
12/17/2023,December,West,Gujarat,Professional,50
12/11/2023,December,West,Gujarat,Lifestyle,20
12/22/2023,December,West,Gujarat,Lifestyle,40
12/16/2023,December,West,Gujarat,Lifestyle,50
12/14/2023,December,West,Gujarat,Adventure,20
12/19/2023,December,West,Gujarat,Adventure,20
12/12/2023,December,West,Rajasthan,Professional,50
12/15/2023,December,West,Rajasthan,Lifestyle,10
12/15/2023,December,West,Rajasthan,Adventure,40
12/19/2023,December,West,Rajasthan,Adventure,10
12/19/2023,December,West,Rajasthan,Adventure,60
12/17/2023,December,West,Rajasthan,Adventure,30
12/28/2023,December,West,Rajasthan,Adventure,10
10/27/2023,October,South,Kerala,Lifestyle,10
10/11/2023,October,South,Kerala,Adventure,10
10/12/2023,October,West,Maharashtra,Professional,10
10/16/2023,October,West,Maharashtra,Lifestyle,10
10/26/2023,October,West,Maharashtra,Adventure,10
10/16/2023,October,West,Gujarat,Professional,10
10/28/2023,October,West,Gujarat,Lifestyle,10
10/11/2023,October,West,Gujarat,Adventure,10
10/21/2023,October,West,Rajasthan,Professional,10
10/28/2023,October,West,Rajasthan,Lifestyle,10
10/25/2023,October,West,Rajasthan,Adventure,10
12/24/2023,December,North,Delhi,Adventure,20
12/16/2023,December,North,Delhi,Adventure,50
